stop_date,stop_time,country_name,driver_gender,driver_age_raw,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,vehicle_number
2020-01-18,18:42:00,Canada,M,46,37,Other,Drunk Driving,Speeding,1,Frisk,Ticket,1,30+ Min,0,WB36TG9184
2020-01-18,18:43:00,USA,M,28,23,Hispanic,Signal Violation,Seatbelt,1,Vehicle Search,Arrest,1,30+ Min,1,KA96HH4388
2020-01-18,18:44:00,USA,M,23,71,Black,Speeding,Other,1,Vehicle Search,Ticket,1,16-30 Min,1,MH83FZ3239
2020-01-18,18:45:00,India,F,46,79,Asian,Signal Violation,Signal,1,Vehicle Search,Arrest,1,30+ Min,0,WB15VY5766
2020-01-18,18:46:00,USA,F,32,31,White,Other,Signal,0,Vehicle Search,Warning,0,0-15 Min,0,TN11FJ7621
2020-01-18,18:47:00,USA,M,52,27,Asian,Signal Violation,Seatbelt,1,Vehicle Search,Warning,0,16-30 Min,1,UP57BW5174
2020-01-18,18:48:00,Canada,F,55,66,Hispanic,Seatbelt,DUI,1,Vehicle Search,Arrest,0,30+ Min,0,KA22JR3999
2020-01-18,18:49:00,Canada,M,49,67,Black,Seatbelt,Speeding,0,Vehicle Search,Ticket,1,0-15 Min,1,KA72XZ7537
2020-01-18,18:50:00,Canada,F,51,68,White,Speeding,Seatbelt,1,Frisk,Warning,1,0-15 Min,0,GJ22ED2208
2020-01-18,18:51:00,India,F,26,72,Black,Speeding,Seatbelt,1,Vehicle Search,Warning,1,16-30 Min,0,GJ46ZM5514
2020-01-18,18:52:00,India,F,31,42,White,Seatbelt,Seatbelt,0,Vehicle Search,Ticket,1,0-15 Min,0,MH72QT6930
2020-01-18,18:53:00,India,F,53,46,Hispanic,Other,DUI,0,Vehicle Search,Warning,0,30+ Min,1,MH24CW2388
2020-01-18,18:54:00,Canada,F,71,66,Other,Drunk Driving,Other,1,Frisk,Arrest,1,16-30 Min,1,KA81JB3055
2020-01-18,18:55:00,USA,F,65,78,Black,Seatbelt,Other,0,Frisk,Warning,0,16-30 Min,1,TN13DG9490
2020-01-18,18:56:00,India,M,25,68,Black,Speeding,Other,0,Frisk,Warning,0,30+ Min,0,DL60PW7909
2020-01-18,18:57:00,India,M,28,22,White,Seatbelt,DUI,1,Frisk,Ticket,1,30+ Min,1,WB82UK2930
2020-01-18,18:58:00,India,M,55,32,Black,Speeding,Other,1,Frisk,Arrest,1,16-30 Min,0,UP10ON8923
2020-01-18,18:59:00,USA,M,44,51,Black,Speeding,Seatbelt,1,Frisk,Warning,1,0-15 Min,0,DL18FM5540
2020-01-18,19:00:00,India,M,56,63,Asian,Drunk Driving,Speeding,0,Frisk,Warning,1,30+ Min,1,DL89JI1894
2020-01-18,19:01:00,USA,M,33,67,Asian,Other,Signal,0,Frisk,Warning,1,0-15 Min,1,TN21MK9218
2020-01-18,19:02:00,USA,M,53,18,Asian,Drunk Driving,Speeding,1,Frisk,Arrest,1,0-15 Min,1,GJ94RB9335
2020-01-18,19:03:00,Canada,F,77,60,Asian,Speeding,Seatbelt,0,Frisk,Arrest,1,30+ Min,0,TN69DN9849
2020-01-18,19:04:00,USA,F,71,21,Other,Speeding,Seatbelt,0,Vehicle Search,Warning,0,30+ Min,0,TN80ZN4735
2020-01-18,19:05:00,Canada,F,30,46,Asian,Seatbelt,DUI,0,Vehicle Search,Warning,1,30+ Min,0,TN84ZX8400
2020-01-18,19:06:00,Canada,M,57,19,White,Drunk Driving,Signal,1,Frisk,Ticket,0,30+ Min,1,DL85AG5615
2020-01-18,19:07:00,India,M,72,60,Hispanic,Other,Signal,0,Frisk,Arrest,0,30+ Min,1,TN61ZW2589
2020-01-18,19:08:00,Canada,M,32,69,Other,Signal Violation,Seatbelt,0,Frisk,Ticket,0,0-15 Min,0,KA38EO7641
2020-01-18,19:09:00,USA,M,61,71,White,Seatbelt,Seatbelt,0,Vehicle Search,Arrest,1,30+ Min,0,KA90XA4837
2020-01-18,19:10:00,USA,M,34,33,Hispanic,Other,Signal,0,Frisk,Ticket,0,16-30 Min,0,KA48PM3155
2020-01-18,19:11:00,India,M,56,72,Other,Seatbelt,Speeding,1,Vehicle Search,Ticket,0,16-30 Min,1,WB68WB2026
2020-01-18,19:12:00,Canada,F,32,24,Other,Other,Seatbelt,0,Frisk,Arrest,1,0-15 Min,0,WB90KV3964
2020-01-18,19:13:00,India,M,30,48,Hispanic,Other,Other,0,Vehicle Search,Ticket,0,0-15 Min,0,WB92TZ7959
2020-01-18,19:14:00,Canada,M,21,80,Other,Signal Violation,DUI,1,Frisk,Arrest,1,16-30 Min,0,MH62PO4935
2020-01-18,19:15:00,Canada,M,57,75,Asian,Drunk Driving,Speeding,0,Frisk,Arrest,1,30+ Min,0,KA86DS2191
2020-01-18,19:16:00,USA,F,60,53,White,Signal Violation,Speeding,1,Vehicle Search,Arrest,0,30+ Min,0,MH69FX9230
2020-01-18,19:17:00,India,M,36,41,Black,Drunk Driving,Seatbelt,1,Vehicle Search,Arrest,0,30+ Min,0,MH75PS7508
2020-01-18,19:18:00,Canada,F,23,73,Other,Speeding,Signal,0,Frisk,Arrest,0,30+ Min,0,GJ72FR2497
2020-01-18,19:19:00,Canada,F,78,69,White,Other,Signal,1,Frisk,Warning,1,30+ Min,0,UP99DX1919
2020-01-18,19:20:00,USA,F,79,68,Black,Seatbelt,Signal,1,Vehicle Search,Ticket,1,16-30 Min,1,TN81OF4529
2020-01-18,19:21:00,Canada,F,62,59,Hispanic,Other,DUI,1,Frisk,Ticket,1,30+ Min,0,KA46PY2968
2020-01-18,19:22:00,Canada,F,27,63,Other,Signal Violation,Other,1,Frisk,Arrest,1,0-15 Min,1,WB90XG2595
2020-01-18,19:23:00,USA,M,40,54,White,Other,Seatbelt,1,Frisk,Warning,0,0-15 Min,1,GJ96UF1450
2020-01-18,19:24:00,India,M,45,70,Asian,Seatbelt,DUI,0,Frisk,Ticket,0,30+ Min,1,MH96IZ1718
2020-01-18,19:25:00,Canada,M,55,32,Hispanic,Seatbelt,DUI,1,Frisk,Ticket,1,0-15 Min,0,KA67QC8671
2020-01-18,19:26:00,India,M,51,67,White,Seatbelt,DUI,1,Frisk,Ticket,1,16-30 Min,0,KA71EA7234
2020-01-18,19:27:00,USA,F,51,73,Asian,Signal Violation,Seatbelt,1,Frisk,Ticket,0,0-15 Min,1,DL27FV3626
2020-01-18,19:28:00,India,F,65,52,Hispanic,Seatbelt,DUI,1,Frisk,Ticket,0,16-30 Min,1,MH20VS1405
2020-01-18,19:29:00,India,M,54,71,Hispanic,Drunk Driving,Other,1,Frisk,Warning,1,0-15 Min,0,GJ68FJ9931
2020-01-18,19:30:00,India,F,47,37,Other,Other,Signal,0,Frisk,Arrest,1,16-30 Min,0,UP41XT4731
2020-01-18,19:31:00,India,F,67,70,Black,Drunk Driving,DUI,1,Frisk,Ticket,1,0-15 Min,1,MH44FC4485
2020-01-18,19:32:00,USA,F,53,78,Black,Other,Speeding,1,Vehicle Search,Warning,1,16-30 Min,1,DL73GG8932
2020-01-18,19:33:00,India,F,51,41,Other,Speeding,DUI,1,Vehicle Search,Arrest,1,0-15 Min,0,DL81EO6364
2020-01-18,19:34:00,India,M,62,37,White,Seatbelt,Signal,0,Vehicle Search,Warning,0,16-30 Min,0,GJ35PU3672
2020-01-18,19:35:00,Canada,F,36,62,Asian,Speeding,DUI,1,Vehicle Search,Warning,1,0-15 Min,1,WB63HG5476
2020-01-18,19:36:00,India,F,42,57,Hispanic,Seatbelt,Signal,1,Vehicle Search,Warning,1,16-30 Min,1,UP89FQ7918
2020-01-18,19:37:00,Canada,M,58,24,Hispanic,Signal Violation,Other,1,Vehicle Search,Ticket,0,0-15 Min,1,RJ15SG8895
2020-01-18,19:38:00,India,M,22,64,White,Other,Other,0,Vehicle Search,Warning,1,0-15 Min,1,GJ29PN9920
2020-01-18,19:39:00,India,M,49,18,White,Seatbelt,Seatbelt,1,Vehicle Search,Warning,1,0-15 Min,0,RJ32VK8324
2020-01-18,19:40:00,USA,F,33,61,Other,Speeding,Seatbelt,1,Vehicle Search,Ticket,1,16-30 Min,1,DL38VO7131
2020-01-18,19:41:00,Canada,F,68,24,Asian,Signal Violation,DUI,1,Frisk,Ticket,0,0-15 Min,0,RJ59KN7882
2020-01-18,19:42:00,India,M,29,36,Hispanic,Speeding,Other,0,Frisk,Ticket,1,0-15 Min,0,GJ41ZO2513
2020-01-18,19:43:00,Canada,F,67,58,Other,Other,Signal,0,Frisk,Ticket,0,30+ Min,0,TN62RK8814
2020-01-18,19:44:00,India,F,35,72,Other,Drunk Driving,Other,1,Vehicle Search,Ticket,0,30+ Min,1,MH96BE1710
2020-01-18,19:45:00,Canada,F,65,58,Hispanic,Other,Speeding,1,Frisk,Warning,1,16-30 Min,1,RJ35QK7388
2020-01-18,19:46:00,Canada,M,27,53,Other,Signal Violation,Signal,1,Frisk,Ticket,1,0-15 Min,0,RJ91WI1728
2020-01-18,19:47:00,Canada,M,51,39,Hispanic,Speeding,Speeding,1,Frisk,Arrest,0,0-15 Min,1,KA30BE4668
2020-01-18,19:48:00,India,M,49,72,Black,Signal Violation,Speeding,1,Frisk,Ticket,0,0-15 Min,0,TN20WV5545
2020-01-18,19:49:00,Canada,M,42,64,Hispanic,Seatbelt,Signal,0,Frisk,Warning,0,30+ Min,0,DL63PW1532
2020-01-18,19:50:00,USA,M,66,32,Black,Drunk Driving,Seatbelt,0,Frisk,Ticket,0,30+ Min,0,UP98OA1158
2020-01-18,19:51:00,India,F,30,34,White,Seatbelt,Seatbelt,0,Frisk,Warning,1,0-15 Min,0,TN51WW1639
2020-01-18,19:52:00,India,M,28,32,Black,Seatbelt,Signal,1,Frisk,Arrest,0,30+ Min,0,RJ10TC3650
2020-01-18,19:53:00,India,M,57,27,White,Seatbelt,Seatbelt,1,Vehicle Search,Arrest,0,0-15 Min,1,TN52TW1176
2020-01-18,19:54:00,India,F,47,66,Black,Seatbelt,Seatbelt,0,Frisk,Warning,1,30+ Min,1,WB16RY9915
2020-01-18,19:55:00,USA,M,64,33,Asian,Other,Signal,1,Vehicle Search,Arrest,1,0-15 Min,1,DL76QT7068
2020-01-18,19:56:00,USA,F,76,28,White,Other,Seatbelt,1,Vehicle Search,Warning,0,16-30 Min,0,RJ21FY9111
2020-01-18,19:57:00,Canada,M,34,72,Hispanic,Speeding,DUI,1,Vehicle Search,Ticket,0,16-30 Min,0,KA68OO8079
2020-01-18,19:58:00,India,M,79,27,Other,Drunk Driving,DUI,0,Frisk,Ticket,0,0-15 Min,1,GJ95XL5727
2020-01-18,19:59:00,Canada,M,49,73,Asian,Speeding,Speeding,1,Frisk,Ticket,0,16-30 Min,0,UP87WK4837
2020-01-18,20:00:00,USA,M,62,58,Other,Seatbelt,Signal,1,Frisk,Ticket,1,16-30 Min,0,DL23FD6753
2020-01-18,20:01:00,Canada,M,28,79,Other,Other,Seatbelt,0,Frisk,Arrest,1,30+ Min,1,KA78QI7368
2020-01-18,20:02:00,Canada,F,75,25,Black,Speeding,Seatbelt,1,Vehicle Search,Ticket,0,0-15 Min,1,DL64CY2908
2020-01-18,20:03:00,India,M,71,47,Asian,Speeding,Signal,1,Vehicle Search,Warning,1,30+ Min,0,TN51NO2973
2020-01-18,20:04:00,USA,M,43,55,Black,Seatbelt,DUI,1,Vehicle Search,Arrest,1,0-15 Min,1,KA32DE7247
2020-01-18,20:05:00,India,M,65,29,Other,Speeding,Other,0,Frisk,Arrest,1,0-15 Min,0,UP21WY4762
2020-01-18,20:06:00,India,F,45,52,White,Other,Signal,0,Frisk,Arrest,1,0-15 Min,0,KA24CD4402
2020-01-18,20:07:00,Canada,M,34,68,Black,Speeding,Other,1,Frisk,Ticket,0,0-15 Min,1,TN27IS1390
2020-01-18,20:08:00,Canada,F,42,55,Black,Signal Violation,Speeding,0,Frisk,Arrest,1,30+ Min,0,KA52CV9425
2020-01-18,20:09:00,USA,F,79,44,Other,Seatbelt,Signal,1,Vehicle Search,Arrest,1,30+ Min,1,KA98YA2834
2020-01-18,20:10:00,Canada,M,52,29,Hispanic,Speeding,Other,0,Vehicle Search,Ticket,1,30+ Min,1,WB33TB6905
2020-01-18,20:11:00,Canada,F,78,78,Black,Signal Violation,Speeding,0,Vehicle Search,Warning,0,16-30 Min,0,UP30IP1226
2020-01-18,20:12:00,USA,F,63,21,Hispanic,Signal Violation,DUI,1,Vehicle Search,Arrest,1,16-30 Min,1,DL77JH3376
2020-01-18,20:13:00,Canada,F,61,78,Asian,Speeding,Other,1,Vehicle Search,Ticket,1,0-15 Min,1,GJ80XH8923
2020-01-18,20:14:00,USA,F,50,40,Asian,Seatbelt,DUI,0,Vehicle Search,Ticket,0,16-30 Min,1,GJ71VO6689
2020-01-18,20:15:00,India,F,47,31,White,Seatbelt,Signal,0,Vehicle Search,Ticket,0,16-30 Min,0,WB28VS4856
2020-01-18,20:16:00,USA,M,52,65,Other,Signal Violation,Other,0,Vehicle Search,Warning,1,16-30 Min,0,GJ41OF6725
2020-01-18,20:17:00,Canada,F,43,54,White,Other,Other,0,Vehicle Search,Ticket,0,0-15 Min,1,TN47VC6821
2020-01-18,20:18:00,India,F,69,74,Hispanic,Seatbelt,Speeding,0,Frisk,Ticket,1,16-30 Min,1,GJ45ID9066
2020-01-18,20:19:00,Canada,M,25,76,Other,Other,Speeding,1,Vehicle Search,Warning,0,30+ Min,1,TN34DG4233
2020-01-18,20:20:00,India,F,36,56,Hispanic,Speeding,Seatbelt,0,Vehicle Search,Warning,0,30+ Min,1,UP41PQ3029
2020-01-18,20:21:00,India,F,57,79,Black,Speeding,DUI,1,Vehicle Search,Warning,0,30+ Min,1,DL25UT8308
2020-01-18,20:22:00,USA,M,25,51,Black,Seatbelt,Seatbelt,0,Vehicle Search,Arrest,0,30+ Min,1,TN67XF7302
2020-01-18,20:23:00,USA,F,78,79,Black,Drunk Driving,DUI,0,Frisk,Ticket,1,0-15 Min,0,DL42FB5417
2020-01-18,20:24:00,India,F,43,37,Black,Signal Violation,DUI,0,Frisk,Warning,0,0-15 Min,0,GJ72UP7348
2020-01-18,20:25:00,USA,F,47,42,Asian,Seatbelt,Signal,1,Vehicle Search,Ticket,0,30+ Min,0,MH13QA8940
2020-01-18,20:26:00,USA,M,79,75,White,Seatbelt,DUI,1,Vehicle Search,Warning,0,0-15 Min,1,WB82FL2722
2020-01-18,20:27:00,India,F,29,57,Other,Signal Violation,Speeding,1,Vehicle Search,Ticket,1,16-30 Min,1,KA68NX8149
2020-01-18,20:28:00,India,M,25,71,Other,Signal Violation,Signal,1,Vehicle Search,Warning,0,30+ Min,0,GJ40ZC9901
2020-01-18,20:29:00,Canada,M,55,49,Asian,Seatbelt,Signal,1,Vehicle Search,Ticket,0,0-15 Min,0,TN51QG4094
2020-01-18,20:30:00,Canada,F,73,64,Hispanic,Speeding,DUI,1,Vehicle Search,Ticket,1,30+ Min,0,MH63AY1882
2020-01-18,20:31:00,USA,M,39,54,Black,Other,DUI,0,Vehicle Search,Arrest,0,0-15 Min,1,TN50YG9845
2020-01-18,20:32:00,Canada,M,59,23,Other,Seatbelt,Signal,0,Vehicle Search,Warning,0,30+ Min,1,DL54QI1489
2020-01-18,20:33:00,Canada,F,65,27,Asian,Drunk Driving,DUI,1,Vehicle Search,Arrest,0,16-30 Min,1,TN96QG7243
2020-01-18,20:34:00,Canada,F,25,46,Black,Speeding,Seatbelt,1,Vehicle Search,Arrest,0,30+ Min,1,MH96RL4069
2020-01-18,20:35:00,India,M,32,70,White,Speeding,Speeding,1,Frisk,Warning,0,30+ Min,0,RJ69FC9325
2020-01-18,20:36:00,Canada,F,66,73,Hispanic,Seatbelt,Speeding,1,Vehicle Search,Arrest,1,16-30 Min,0,TN81VB2870
2020-01-18,20:37:00,USA,M,33,23,Black,Seatbelt,Signal,1,Vehicle Search,Arrest,0,0-15 Min,0,GJ95ZY6174
2020-01-18,20:38:00,India,F,47,47,Hispanic,Signal Violation,Signal,1,Frisk,Warning,0,0-15 Min,0,WB57ZE4303
2020-01-18,20:39:00,India,F,23,32,Other,Speeding,Speeding,0,Frisk,Warning,1,0-15 Min,1,KA41PZ3676
2020-01-18,20:40:00,Canada,M,79,34,Other,Drunk Driving,Speeding,0,Vehicle Search,Arrest,1,16-30 Min,1,GJ65BW8406
2020-01-18,20:41:00,USA,M,78,38,Hispanic,Drunk Driving,Signal,1,Vehicle Search,Warning,0,16-30 Min,1,MH89KL1418
2020-01-18,20:42:00,India,F,33,28,White,Seatbelt,Speeding,1,Frisk,Arrest,1,0-15 Min,0,TN82CO7938
2020-01-18,20:43:00,USA,M,70,27,Black,Speeding,Signal,1,Frisk,Arrest,1,30+ Min,1,TN11EW1143
2020-01-18,20:44:00,Canada,F,37,36,Other,Drunk Driving,Other,0,Frisk,Ticket,1,30+ Min,1,UP28ME4120
2020-01-18,20:45:00,USA,M,78,70,Black,Drunk Driving,Speeding,1,Vehicle Search,Arrest,1,30+ Min,1,RJ77PB6661
2020-01-18,20:46:00,USA,M,63,39,Hispanic,Speeding,Seatbelt,1,Frisk,Arrest,0,0-15 Min,1,DL42GJ9935
2020-01-18,20:47:00,India,M,39,42,Other,Other,Other,0,Frisk,Arrest,1,30+ Min,1,GJ63PB4277
2020-01-18,20:48:00,Canada,F,23,58,Asian,Signal Violation,DUI,0,Vehicle Search,Arrest,1,30+ Min,1,DL84SK9645
2020-01-18,20:49:00,USA,M,41,70,Hispanic,Drunk Driving,Signal,0,Vehicle Search,Warning,0,30+ Min,1,DL21AD8620
2020-01-18,20:50:00,Canada,M,59,53,Hispanic,Signal Violation,Other,0,Vehicle Search,Warning,1,30+ Min,0,UP30KX1515
2020-01-18,20:51:00,Canada,F,75,49,Hispanic,Seatbelt,Other,0,Vehicle Search,Arrest,1,0-15 Min,0,RJ19CL8463
2020-01-18,20:52:00,Canada,M,38,34,Hispanic,Signal Violation,Seatbelt,0,Frisk,Arrest,1,30+ Min,1,DL80FI4060
2020-01-18,20:53:00,India,F,46,77,Asian,Speeding,DUI,0,Frisk,Warning,0,0-15 Min,1,KA73DC5713
2020-01-18,20:54:00,Canada,F,40,28,White,Drunk Driving,Seatbelt,1,Frisk,Arrest,0,0-15 Min,0,UP40NJ3053
2020-01-18,20:55:00,USA,M,19,50,Hispanic,Other,DUI,0,Frisk,Ticket,0,0-15 Min,0,UP49YH5285
2020-01-18,20:56:00,India,M,59,79,Other,Speeding,DUI,1,Frisk,Warning,0,30+ Min,1,TN82OV9456
2020-01-18,20:57:00,India,F,40,56,Black,Speeding,Other,1,Frisk,Arrest,1,16-30 Min,1,WB70QY7284
2020-01-18,20:58:00,USA,F,79,37,Asian,Drunk Driving,Speeding,0,Vehicle Search,Ticket,1,0-15 Min,0,KA33XD7265
2020-01-18,20:59:00,USA,M,50,78,Asian,Speeding,Speeding,0,Frisk,Warning,0,30+ Min,1,MH36HB8385
2020-01-18,21:00:00,USA,F,27,64,Asian,Speeding,Other,1,Vehicle Search,Arrest,1,30+ Min,0,KA22LK4382
2020-01-18,21:01:00,Canada,F,48,31,Hispanic,Drunk Driving,Other,0,Vehicle Search,Arrest,0,16-30 Min,1,RJ93TA1193
2020-01-18,21:02:00,USA,M,46,26,Hispanic,Speeding,Seatbelt,1,Vehicle Search,Ticket,0,0-15 Min,0,KA31LV5523
2020-01-18,21:03:00,Canada,M,43,18,Black,Other,Speeding,0,Vehicle Search,Ticket,0,16-30 Min,1,MH73TH4974
2020-01-18,21:04:00,Canada,M,29,32,Asian,Speeding,Speeding,1,Vehicle Search,Ticket,0,30+ Min,0,GJ24UO5462
2020-01-18,21:05:00,Canada,M,47,30,Other,Other,DUI,0,Vehicle Search,Warning,1,16-30 Min,1,TN41GJ7793
2020-01-18,21:06:00,India,M,44,25,White,Signal Violation,Signal,0,Vehicle Search,Ticket,1,16-30 Min,1,KA11ST6327
2020-01-18,21:07:00,USA,F,79,34,Asian,Drunk Driving,Other,1,Vehicle Search,Arrest,0,30+ Min,0,MH56SC3947
2020-01-18,21:08:00,India,M,36,68,Black,Speeding,Seatbelt,0,Frisk,Warning,1,0-15 Min,0,RJ50LZ1751
2020-01-18,21:09:00,USA,F,47,19,White,Drunk Driving,Seatbelt,1,Vehicle Search,Warning,1,16-30 Min,1,WB94WA6486
2020-01-18,21:10:00,India,M,34,72,Asian,Other,DUI,0,Frisk,Ticket,1,16-30 Min,1,RJ70YR5423
2020-01-18,21:11:00,Canada,F,79,79,Hispanic,Speeding,Signal,1,Frisk,Ticket,1,0-15 Min,0,UP95FH9698
2020-01-18,21:12:00,Canada,M,32,78,Other,Other,DUI,0,Frisk,Warning,1,16-30 Min,0,TN34UR5662
2020-01-18,21:13:00,USA,M,35,37,Black,Signal Violation,Seatbelt,0,Frisk,Warning,0,0-15 Min,1,RJ31HU1029
2020-01-18,21:14:00,USA,F,48,50,Black,Drunk Driving,Other,1,Frisk,Warning,1,0-15 Min,1,TN64UV4693
2020-01-18,21:15:00,India,M,56,52,Hispanic,Seatbelt,Other,1,Vehicle Search,Warning,1,30+ Min,1,UP59SZ3686
2020-01-18,21:16:00,India,F,29,49,Other,Drunk Driving,Speeding,0,Vehicle Search,Arrest,1,0-15 Min,1,RJ67AL1804
2020-01-18,21:17:00,Canada,F,42,26,Black,Signal Violation,Other,1,Vehicle Search,Ticket,0,16-30 Min,0,DL28DL2854
2020-01-18,21:18:00,India,M,23,58,Hispanic,Drunk Driving,Seatbelt,1,Vehicle Search,Ticket,1,16-30 Min,0,TN62YA7606
2020-01-18,21:19:00,USA,M,80,40,Hispanic,Speeding,Signal,1,Vehicle Search,Warning,1,30+ Min,1,RJ31XN5996
2020-01-18,21:20:00,USA,F,72,33,Black,Seatbelt,Other,0,Vehicle Search,Ticket,0,30+ Min,1,WB63BS1034
2020-01-18,21:21:00,India,F,58,37,Other,Other,Speeding,1,Frisk,Arrest,0,16-30 Min,0,DL68JM8158
2020-01-18,21:22:00,India,M,56,77,White,Other,Signal,1,Vehicle Search,Ticket,0,16-30 Min,0,RJ22TT3691
2020-01-18,21:23:00,USA,F,64,36,Black,Other,Seatbelt,1,Vehicle Search,Warning,1,16-30 Min,0,GJ77IV4134
2020-01-18,21:24:00,India,F,70,78,Hispanic,Seatbelt,DUI,1,Frisk,Warning,0,16-30 Min,0,KA79AO4512
2020-01-18,21:25:00,India,F,68,24,Asian,Other,Seatbelt,1,Vehicle Search,Ticket,1,0-15 Min,0,KA51JC1891
2020-01-18,21:26:00,India,M,33,35,White,Drunk Driving,Other,0,Vehicle Search,Arrest,1,16-30 Min,1,UP16BW2663
2020-01-18,21:27:00,India,F,26,73,Black,Signal Violation,Other,1,Vehicle Search,Ticket,1,0-15 Min,0,MH45LR9869
2020-01-18,21:28:00,USA,F,68,76,Hispanic,Seatbelt,Other,0,Frisk,Ticket,1,30+ Min,1,GJ12BK1230
2020-01-18,21:29:00,Canada,F,51,26,Black,Speeding,DUI,1,Vehicle Search,Arrest,1,16-30 Min,1,UP70EU4771
2020-01-18,21:30:00,USA,F,31,28,Hispanic,Speeding,Seatbelt,0,Frisk,Ticket,1,16-30 Min,1,WB64QW4194
2020-01-18,21:31:00,USA,F,30,76,Asian,Drunk Driving,Signal,1,Frisk,Warning,1,16-30 Min,1,KA69XZ9435
2020-01-18,21:32:00,Canada,F,58,67,Other,Seatbelt,DUI,0,Vehicle Search,Ticket,1,0-15 Min,1,KA65QI4501
2020-01-18,21:33:00,Canada,M,36,50,Asian,Seatbelt,Other,0,Vehicle Search,Arrest,1,0-15 Min,0,KA95DK2260
2020-01-18,21:34:00,India,F,22,71,Hispanic,Signal Violation,Other,1,Vehicle Search,Arrest,0,0-15 Min,0,WB54QF9296
2020-01-18,21:35:00,Canada,F,51,25,White,Other,Other,0,Vehicle Search,Arrest,0,16-30 Min,1,UP97KF7244
2020-01-18,21:36:00,Canada,M,19,55,Asian,Speeding,Seatbelt,0,Vehicle Search,Warning,1,30+ Min,1,KA46TS9282
2020-01-18,21:37:00,USA,M,38,63,Black,Seatbelt,Other,0,Vehicle Search,Warning,0,30+ Min,1,MH86ZF4981
2020-01-18,21:38:00,USA,M,35,53,Asian,Speeding,Speeding,0,Vehicle Search,Ticket,0,0-15 Min,0,GJ64NB5716
2020-01-18,21:39:00,USA,F,32,21,White,Speeding,Other,0,Vehicle Search,Ticket,0,16-30 Min,0,GJ11QW7241
2020-01-18,21:40:00,India,M,38,26,White,Speeding,Signal,0,Vehicle Search,Arrest,1,16-30 Min,1,GJ85YK7013
2020-01-18,21:41:00,India,F,60,63,White,Signal Violation,Other,1,Vehicle Search,Ticket,1,30+ Min,1,UP96BA3754
2020-01-18,21:42:00,India,F,76,51,Hispanic,Seatbelt,Other,0,Frisk,Ticket,1,30+ Min,1,KA31TM2762
2020-01-18,21:43:00,Canada,F,66,35,Hispanic,Seatbelt,Signal,0,Frisk,Arrest,0,0-15 Min,1,TN51MQ8068
2020-01-18,21:44:00,USA,F,20,24,White,Drunk Driving,Speeding,1,Frisk,Ticket,1,0-15 Min,1,TN90CL9895
2020-01-18,21:45:00,India,M,50,56,White,Seatbelt,Other,0,Frisk,Ticket,1,30+ Min,0,TN96TV3135
2020-01-18,21:46:00,Canada,M,33,19,Hispanic,Signal Violation,Other,0,Vehicle Search,Ticket,0,0-15 Min,0,DL71OR1763
2020-01-18,21:47:00,USA,F,47,68,Other,Drunk Driving,DUI,0,Frisk,Warning,0,16-30 Min,1,DL73SE8162
2020-01-18,21:48:00,Canada,M,75,31,Hispanic,Signal Violation,Other,1,Frisk,Ticket,0,30+ Min,0,RJ18DF7786
2020-01-18,21:49:00,USA,M,65,68,Black,Seatbelt,Speeding,1,Frisk,Warning,1,30+ Min,1,WB99NP5546
2020-01-18,21:50:00,India,M,36,61,Other,Other,Seatbelt,1,Frisk,Warning,0,30+ Min,0,DL22UH6972
2020-01-18,21:51:00,USA,M,28,18,White,Drunk Driving,DUI,0,Frisk,Warning,1,0-15 Min,0,DL94ZV9164
2020-01-18,21:52:00,India,F,67,44,White,Signal Violation,DUI,1,Vehicle Search,Warning,1,0-15 Min,1,KA40VK7457
2020-01-18,21:53:00,USA,M,79,51,Other,Other,DUI,0,Vehicle Search,Ticket,0,0-15 Min,1,RJ34IZ4404
2020-01-18,21:54:00,India,F,59,32,Black,Other,Speeding,1,Vehicle Search,Warning,0,16-30 Min,1,TN16CP9404
2020-01-18,21:55:00,Canada,M,49,27,Black,Other,Signal,0,Vehicle Search,Ticket,1,16-30 Min,1,TN24MX5355
2020-01-18,21:56:00,India,F,49,35,Other,Seatbelt,Other,1,Frisk,Arrest,0,0-15 Min,0,DL33ED2552
2020-01-18,21:57:00,India,F,39,31,Other,Speeding,DUI,1,Vehicle Search,Ticket,1,30+ Min,0,WB65NL7078
2020-01-18,21:58:00,Canada,M,35,25,Black,Speeding,Signal,1,Vehicle Search,Warning,1,0-15 Min,0,WB70WA7072
2020-01-18,21:59:00,USA,F,24,52,White,Signal Violation,Signal,0,Vehicle Search,Arrest,0,16-30 Min,0,UP21YV2887
2020-01-18,22:00:00,India,F,55,48,Hispanic,Drunk Driving,Signal,1,Vehicle Search,Ticket,1,16-30 Min,0,RJ14XF2963
2020-01-18,22:01:00,USA,M,73,32,Hispanic,Seatbelt,Other,1,Vehicle Search,Arrest,0,0-15 Min,0,WB71JC4952
2020-01-18,22:02:00,Canada,M,30,21,Hispanic,Signal Violation,Signal,1,Frisk,Ticket,1,30+ Min,0,KA16JF2897
2020-01-18,22:03:00,USA,F,55,61,Asian,Drunk Driving,Speeding,0,Vehicle Search,Warning,0,30+ Min,1,KA30YC2101
2020-01-18,22:04:00,Canada,M,58,29,Asian,Other,Speeding,0,Vehicle Search,Ticket,1,0-15 Min,0,TN83YM5293
